recipe_id,title,title_clean,kategori,ingredients_raw,ingredients_clean,ingredients_tfidf,steps_list,steps_count,estimated_time_min,loves,URL
6016,Tongseng Sapi Sederhana,tongseng sapi sederhana,sapi,"['500 Gram Daging Sapi tanpa lemak', 'Bumbu Halus :', '5 Siung Bawang Merah', '3 Siung Bawang putih', '3 cm Jahe', '3 buah Cabe Merah besar', '10 Buah Cabe Rawit', '1 sdt Merica Bubuk', '1 Bungkus Penyedap Bubuk (Masako)', '1 sdm Gula', '1/2 sdt Garam', '3 Butir Kemiri', '2 sdm Kecap Manis (ABC)', '2 Lembar Daun Salam', '2 Lembar Daun Jeruk']","['daging sapi lemak', 'bumbu', 'bawang merah', 'bawang putih', 'jahe', 'cabe merah', 'cabe rawit', 'merica bubuk', 'penyedap bubuk masako', 'gula', 'garam', 'kemiri', 'kecap manis abc', 'daun salam', 'daun jeruk']",daging sapi lemak bumbu bawang merah bawang putih jahe cabe merah cabe rawit merica bubuk penyedap bubuk masako gula garam kemiri kecap manis abc daun salam daun jeruk,"['1) Tumis bumbu halus tambahkan daun jeruk dan daun salam sampe wangi, setelah itu masukkan daging yg sudah di potong2 (sesuai selera)\n2) Masukkan kecap, tambahkan 200 ml air, masak 20 menit sampe air menyusut. Test rasa. Sajikan']",2,20,33,https://cookpad.com/id/resep/3477313-tongseng-sapi-sederhana
6017,Bakso tulang sapi,bakso tulang sapi,sapi,"['Bahan bumbu :', '6 siung bawang putih (dihaluskan)', '1 sdt pala bubuk', 'Garam (secukupnya)', 'Kaldu sapi (saya menggunakan kaldu instan yg kotak 1buah)', '1 sdt lada', 'Air (sesuai selera untuk kuah bakso)', 'Bahan sajian :', '1 kg iga sapi', 'Mie putih/biru(di siram air panas agar matang kemudian di tiriskan)', 'Toge', 'Bawang goreng', 'Seledri (yg diiris tipis)', 'Kacang kedelai yg sudah digoreng']","['bumbu', 'bawang putih dihaluskan', 'pala', 'garam', 'kaldu sapi kaldu instan', 'lada', 'air kuah bakso', 'sajian', 'iga sapi', 'mie putih biru siram air panas matang tiriskan', 'toge', 'bawang', 'seledri diiris tipis', 'kacang kedelai digoreng']",bumbu bawang putih dihaluskan pala garam kaldu sapi kaldu instan lada air kuah bakso sajian iga sapi mie putih biru siram air panas matang tiriskan toge bawang seledri diiris tipis kacang kedelai digoreng,"['1) Didihkan air di dalam panci\n2) Masukan iga sapi yg telah direbus dgn panci presto,setelah matang kemudian angkat dan masukan kmbali ke dalam panci berisi air yg telah mendidih\n3) Tumis dahulu smua bumbu sampai harum,kemudian angkat dan masukan ke dalam panci yg berisi iga tunggu sampai benar2 matang dan wangi\n4) Kemudian tuangkan ke dalam mangkuk yg sudah diisi dengan mie,toge\n5) Taburkan bawang,seledri,dan kacang kedelai.. bakso tulang sapi siap dihidangkan.. bisa untuk 6 atau 7 porsi']",5,35,1,https://cookpad.com/id/resep/3475434-bakso-tulang-sapi
6018,Daging Sapi Dansa (Dancing Beef ala Vietnam),daging sapi dansa ( dancing beef ala vietnam ),sapi,"['200 gr daging sapi dipotong dadu', 'Bahan saus:', '1 sdm dark soy sauce', '1 sdm light soy sauce', '1 sdm fish sauce', '1 sdm gula pasir', '1 buah jeruk nipis diambil airnya saja', '1/2 sdm merica bubuk', 'Bumbu tumis:', '5 btr bawang putih cincang', '1 ikan daun bawang cincang', '3 sdm minyak zaitun']","['daging sapi dipotong dadu', 'saus', 'dark soy sauce', 'light soy sauce', 'fish sauce', 'gula pasir', 'jeruk nipis diambil airnya', 'merica bubuk', 'bumbu', 'bawang putih', 'ikan daun bawang', 'minyak zaitun']",daging sapi dipotong dadu saus dark soy sauce light soy sauce fish sauce gula pasir jeruk nipis diambil airnya merica bubuk bumbu bawang putih ikan daun bawang minyak zaitun,"['1) Bersihin daging sapi, potong dadu sekitar 2x2cm, masukkan semua bahan saus, marinate selama minimal 30 menit. Semakin lama semakin meresap.\n2) Panaskan minyak, masukkan daging yg sudah marinate, dengan low heat, masak hingga matang. Ps: Jika daging masih berlompatan artinya belom matang.\n3) Masukkan potongan bawang putih dan daun bawang cincang, tuang sisa saus yg dipakai untuk marinate. Masak hingga mendidih. Angkat.\n4) Daging sapi dansa (dancing beef ala Vietnam) siap disajikan. Selamat mencoba!']",4,30,0,https://cookpad.com/id/resep/3475199-daging-sapi-dansa-dancing-beef-ala-vietnam
6019,Beef broccoli casserole,beef broccoli casserole,sapi,"['300 gr kentang, kupas n parut kasar', '300 gr daging sapi cincang', '300 gr broccoli cincang', '150 gr jamur kancing/ jamur merang, rebus dan iris (optional)', '100 gr wortel parut kasar (optional)', '1/2 butir bawang bombai cincang', '150 gr keju mozzarella', '4 slice keju', '250 ml chicken cream soup', '2 sdm minyak olive oil', 'secukupnya Garam, merica hitam', 'Mentega utk mengoles pinggang', '1 pinggan untuk casserole ukuran 22cm x 22cm']","['kentang', 'kupas parut', 'daging sapi', 'broccoli', 'jamur kancing jamur merang', 'wortel parut', 'bawang bombai', 'keju mozzarella', 'slice keju', 'chicken cream soup', 'minyak olive oil', 'garam', 'merica hitam', 'mentega utk mengoles pinggang', 'pinggan casserole']",kentang kupas parut daging sapi broccoli jamur kancing jamur merang wortel parut bawang bombai keju mozzarella slice keju chicken cream soup minyak olive oil garam merica hitam mentega utk mengoles pinggang pinggan casserole,"['1) Tumis daging cincang dengan 1/2 bagian bawang bombay, bumbui dg sedikit garam dan merica, setelah berubah warna menjadi coklat, angkat dan sisihkan\n2) Tumis kentang dengan sisa bawang bombai, beri sedikit garam dan merica. Tumis hingga agak kering dan kentang menggumpal. Angkat dan sisihkan\n3) Campur cream soup dgn brokoli, jamur, wortel (optional), daging sapi cincang dan 1/2 bagian keju mozzarella.\n4) Siapkan cetakan casserole, olesin dengan sedikit mentega supaya tidak lengket. Ratakan kentang parut sebagai dasar, susun keju slice diatasnya, kemudian tuang adonan brokoli dan beef. Tutup dengan sisa parutan keju mozzarella.\n5) Panggang selama 45 menit dgn menggunakan api atas bawah dengan temperature 180derajat.\n6) Jika keju sudah berwarna kecoklatan, angkat dan siap utk dinikmati. Nikmati dengan saus sambal']",6,45,7,https://cookpad.com/id/resep/3472964-beef-broccoli-casserole
6020,Semur Daging Sapi Pedas ala Orharha,semur daging sapi pedas ala orharha,sapi,"['150 gram daging sapi', '1 siung bawang putih', '1 ruas jahe', '2 siung bawang merah', 'Bon cabe', 'Kecap manis', 'Lada bubuk', 'Saos tiram', 'Minyak untuk menumis', 'Air']","['daging sapi', 'bawang putih', 'jahe', 'bawang merah', 'bon cabe', 'kecap manis', 'lada', 'saos tiram', 'minyak menumis', 'air']",daging sapi bawang putih jahe bawang merah bon cabe kecap manis lada saos tiram minyak menumis air,"['1) Potong dadu daging sapi.\n2) Uleg bawang merah, bawang putih dan jahe.\n3) Panaskan sedikit minyak lalu tumis bumbu halus hingga harum.\n4) Masukan potongan daging sapi tumis sampai berubah warna.\n5) Tambahkan sedikit air. Lalu beri garam, lada bubuk, bon cabe dan saos tiram dan kecap manis. Masak hingga air agak menyusut dan koreksi rasa.\n6) Kalau daging sudah empuk lalu angkat dan sajikaaaaan bersama nasi hangat lebih enaaaaq']",6,42,9,https://cookpad.com/id/resep/3474105-semur-daging-sapi-pedas-ala-orharha
6021,Daging sapi lemak sambal matah ala ala,daging sapi lemak sambal matah ala ala,sapi,"['500 gram daging sapi iris kecil2', '250 gram tetelan sapi iris kecil2', 'Penyedap rasa (royco sapi)', '1 sdt gula pasir', '3 sdm kecap manis', '200 ml air', 'Minyak goreng', 'Daun salam', 'Lengkoas geprek', 'Bumbu halus :', '1 sdt garam', '1 sdt lada bubuk', '1 sdm ketumbar bubuk', '5 siung bawang putih', '3 siung bawang merah', '2 cm jahe', 'Pala', 'Bahan sambel matah :', '5 siung bawang merah', '2 siung bawang putih', '10 cabe rawit / sesuai selera', 'iris Daun salam buang tulang nya', 'iris Daun jeruk buang tulang nya', 'Jeruk nipis', 'Garam', 'Gula pasir', '3 batang sereh ambil dlm nya iris kecil']","['daging sapi', 'tetelan sapi', 'penyedap royco sapi', 'gula pasir', 'kecap manis', 'air', 'minyak', 'daun salam', 'lengkoas', 'bumbu', 'garam', 'lada', 'ketumbar', 'bawang putih', 'bawang merah', 'jahe', 'pala', 'sambel matah', 'bawang merah', 'bawang putih', 'cabe rawit', 'daun salam buang tulang nya', 'daun jeruk buang tulang nya', 'jeruk nipis', 'garam', 'gula pasir', 'serai ambil dlm nya']",daging sapi tetelan sapi penyedap royco sapi gula pasir kecap manis air minyak daun salam lengkoas bumbu garam lada ketumbar bawang putih bawang merah jahe pala sambel matah bawang merah bawang putih cabe rawit daun salam buang tulang nya daun jeruk buang tulang nya jeruk nipis garam gula pasir serai ambil dlm nya,['1) Masukan bumbu pada daging yg sudah di iris aduk hingga bumbu tercampur rata.diamkan slama 15menit agar bumbu meresap.taburkan penyedap rasa pada daging aduk smp merata diamkan lagi 10menit.\n2) Panaskan minyak lalu tumis daun salam dan lengkoas yg sudah d geprek masukan daging aduk hingga agak berubah warna masukan kecap manis aduk lalu masukan air biarkan wajan tertutup daging di ungkeb dl ya.stelah air nya berkurang masukan gula pasir tes rasa. Klo udh pas tunggu air nya habis baru angkat..\n3) Cara bikin sambel matah nya smua bahan di iris tipis masukan garam dan gula pasir aduk.panaskan minyak lalu siram irisan tadi dgn minyak panas siram air jeruk nipis / limo.siap di hidangkan'],3,25,3,https://cookpad.com/id/resep/3473743-daging-sapi-lemak-sambal-matah-ala-ala
6022,Dendeng sapi,dendeng sapi,sapi,"['1 kg daging sapi', 'Bumbu', '200 gr cabe kriting', '8 butir bawang merah', '4 butir bawang putih', 'Bumbu rebusan', 'Berhubung suka pake rempah2 jd byk ak pake', '2 btang sereh', '3 butir kemiri', '3 buah kayu manis kira2 aja y bun panjang nya', '4 buah Cengkeh', '3 buah kapulaga', 'Sedikit asam jawa', 'Garam']","['daging sapi', 'bumbu', 'cabe kriting', 'bawang merah', 'bawang putih', 'bumbu rebusan', 'berhubung suka pake rempah byk ak pake', 'btang serai', 'kemiri', 'kayu manis bun panjang nya', 'cengkeh', 'kapulaga', 'asam jawa', 'garam']",daging sapi bumbu cabe kriting bawang merah bawang putih bumbu rebusan berhubung suka pake rempah byk ak pake btang serai kemiri kayu manis bun panjang nya cengkeh kapulaga asam jawa garam,"['1) Cuci bersih daging n rebus bersama rempah2 juga kemiri yg aga d memarkan selama kurang lebih 45menit,angkat\n2) Potong2 tipis daging (potong nya lawan serat daging ya)\n3) Goreng dengan minyak hingga kering menggunakan api kecil awas jangan smpe gosong\n4) Ulek kasar bumbu(kalo saya pake chopper karna malas ngulek nya)\n5) Goreng bumbu sampai matang tambah garam n gula,icip2 dah matang matikan tunggu sampe sedikit dingin masukan daging n aduk2\n6) Siap d sajikan suami nambah2 makannya,,saya g pake msg bun, suami bilang klo masak nya masih pake msg gak jago lah..hehehehe']",7,45,9,https://cookpad.com/id/resep/3473695-dendeng-sapi
6023,Sop balungan sapi atau tulang sapi,sop balungan sapi tulang sapi,sapi,"['1/2 kg tulang sapi', 'Secukupnya air', 'Bumbu halus :', '3 bh kemiri', '4 bh bawang putih', '1 bh bawang merah', '1/2 sdm lada', '2 lmbr daun jeruk', '2 cm jahe geprek', 'Minyak untuk menumis', 'Toping :', 'Bawang goreng, sambel, daun bawang seledri, jeruk nipis, tomat']","['tulang sapi', 'air', 'bumbu', 'kemiri', 'bawang putih', 'bawang merah', 'lada', 'daun jeruk', 'jahe', 'minyak menumis', 'toping', 'bawang', 'sambel', 'daun bawang seledri', 'jeruk nipis', 'tomat']",tulang sapi air bumbu kemiri bawang putih bawang merah lada daun jeruk jahe minyak menumis toping bawang sambel daun bawang seledri jeruk nipis tomat,"['1) Cuci bersih iga masak sampai mendidih lalu buang gumpalan2 diatas air yg mendidih.\n2) Masukan bumbu halus yg sdh ditumis masak lgi sampai bnr2 empuk.\n3) Tambahkan tomat, gula, garam, kaldu sampai rasanya pas. Blh jga di taburi daun bawang dan bawang goreng dikit biar aromanya keluar.\n4) Sajikan di mangkok dgn taburan bawang goreng, daun bawang dan seledri, sambal dan jeruk nipis.\n5) Sop iga ala rumahan siap dinikmati.']",5,35,8,https://cookpad.com/id/resep/3473494-sop-balungan-sapi-atau-tulang-sapi
6024,Sate Sapi Goreng,sate sapi goreng,sapi,"['250 gr daging sapi', 'secukupnya kecap manis', 'Bumbu Halus', '3 siung Bawang putih', '3 siah Bawang merah', '1/4 sdt ketumbar', 'secukupnya gula merah', 'secukupnya asam jawa', 'secukupnya garam', 'penyedap', 'merica', 'Bahan taburan', 'cabe rawit', 'cabe hijau rawit', 'Bawang merah', 'secukupnya minyak goreng']","['daging sapi', 'kecap manis', 'bumbu', 'bawang putih', 'siah bawang merah', 'ketumbar', 'gula merah', 'asam jawa', 'garam', 'penyedap', 'merica', 'taburan', 'cabe rawit', 'cabe hijau rawit', 'bawang merah', 'minyak']",daging sapi kecap manis bumbu bawang putih siah bawang merah ketumbar gula merah asam jawa garam penyedap merica taburan cabe rawit cabe hijau rawit bawang merah minyak,"['1) Rebus daging sapi kurleb 30-60 menit (sampai empuk)\n2) Haluskan semua bumbu halus\n3) Panaskan minyak goreng secukupnya, tumis bumbu setelah wangi masukan daging tumis sebentar\n4) Masukkan kecap, tumis sebentar masukkan garam merica dan penyedap\n5) Angkat dan sajikan dengan bahan taburan']",5,60,33,https://cookpad.com/id/resep/3472912-sate-sapi-goreng
6025,Krengsengan Sapi,krengsengan sapi,sapi,"['1/2 kg daging sapi', '5 bh cabe rawit (sesuai selera) iris atau biarkan utuh', '2 lbr salam', '1 ruas lengkuas', '1 bh sereh, geprek ikat', '2 lbr daun jeruk. Sobek2', '1 bh tomat', '1 sdt kecap manis atau sesuai selera', '1 sdt gula merah', 'Bumbu dihaluskan :', '8 btr bawang merah', '5 btr bawang putih', '3 btr kemiri', '6 cabe merah keriting', '1/2 sdt merica']","['daging sapi', 'cabe rawit biarkan utuh', 'salam', 'lengkuas', 'serai', 'daun jeruk sobek', 'tomat', 'kecap manis', 'gula merah', 'bumbu dihaluskan', 'bawang merah', 'bawang putih', 'kemiri', 'cabe merah keriting', 'merica']",daging sapi cabe rawit biarkan utuh salam lengkuas serai daun jeruk sobek tomat kecap manis gula merah bumbu dihaluskan bawang merah bawang putih kemiri cabe merah keriting merica,"['1) Tumis bumbu halus dan potongan cabe rawit, kemudian masukkan salam, daun jeruk, laos dan sereh, masak hingga matang dan wangi.\n2) Masukkan daging masak hingga berubah warna, tambahkan air dan kecap. Masak hingga daging empuk.\n3) Bila daging empuk dan air tinggal sedikit masukkan tomat, tunggu hingga tomat layu, koreksi rasa tambahkan garam dan gula, matikan api.\n4) Sajikan panas']",4,28,29,https://cookpad.com/id/resep/3291564-krengsengan-sapi
6026,Simple Beef Blackpaper alias Sapi lada hitam,simple beef blackpaper alias sapi lada hitam,sapi,"['1/4 kurang daging sapi iris tipis kecil (sekali hap)', '5 buah buncis', '1/2 buah bawang bombay iris agak besar2', '2 siung bawang putih iris kasar', '1 bawang merah iris tipis', 'saus tiram secukupnya (jgn banyak2 ntr keasinan)', 'kecap manis', 'gulgar', '1 sdt lada hitam bubuk', '1 ruas jahe geprek']","['daging sapi tipis hap', 'buncis', 'bawang bombai', 'bawang putih', 'bawang merah tipis', 'saus tiram jgn ntr keasinan', 'kecap manis', 'gulgar', 'lada', 'jahe']",daging sapi tipis hap buncis bawang bombai bawang putih bawang merah tipis saus tiram jgn ntr keasinan kecap manis gulgar lada jahe,"['1) Tumis dengan sedikit minyak bawang merah sebentar, masukkan bawang putih + bawang bombay hingga harum dan layu.\n2) Masukkan daging dan jahe, tumis hingga berubah warna\n3) Masukkan saus tiram, kecap, gulgar aduk hingga bumbu merata. dan tambahkan lada hitam sesuai selera (kalo saya agak banyak biar makin kerasa hehe)\n4) Masukkan sedikit air dan tutup wajan agar daging matang\n5) Jika daging sudah matang, masukkan buncis yg dipotong panjang dan masak hingga buncis matang, dan bumbu daging meresap sempurna\n6) Koreksi rasaaaa, dan jadiiiii deh']",6,42,9,https://cookpad.com/id/resep/3472687-simple-beef-blackpaper-alias-sapi-lada-hitam
6027,Asem-asem daging sapi semarangan,asem asem daging sapi semarangan,sapi,"['750 g daging sapi, potong-potong', '250 g buncis, potong-potong', '5 buah tomat hijau', 'Secukupnya air (sekitar 2,5L)', 'Bumbu:', '12 siung bawang merah (besar), iris', '8 siung bawang putih (besar), iris', '7 buah cabe keriting, iris bundar', '5 cm lengkuas, geprek', '4 lembar daun salam, remas', '10 sdm kecap manis (atau sesuai selera)', '50 g gula jawa', 'Secukupnya garam', '10 biji asam jawa tambah air panas 5sdm, ambil airnya']","['daging sapi', 'buncis', 'tomat hijau', 'air', 'bumbu', 'bawang merah', 'bawang putih', 'cabe keriting', 'bundar', 'lengkuas', 'daun salam', 'remas', 'kecap manis', 'gula jawa', 'garam', 'asam jawa air panas', 'ambil airnya']",daging sapi buncis tomat hijau air bumbu bawang merah bawang putih cabe keriting bundar lengkuas daun salam remas kecap manis gula jawa garam asam jawa air panas ambil airnya,"['1) Daging dibungkus dengan daun oepaya yang sudah diremas (biar keluar getah), diamkan selama kurang lebih 30 menit.\n2) Didihkan air, masukkan daging. Rebus sampai daging matang dan empuk.\n3) Tumis salam dan lengkuas sampai layu dan wangi, masukkan cabe bawang merah dan bawang putih, tumis sampai layu dan wangi. Masukkan ke rebusan daging.\n4) Tambahkan gula jawa, kecap, air asam dan garam. Biarkan mendidih sesaat lalu tes rasa\n5) Masukkan buncis dan tomat hijau sampai buncis empuk.']",5,30,19,https://cookpad.com/id/resep/3472435-asem-asem-daging-sapi-semarangan
6028,Beef Goreng Berempah,beef goreng berempah,sapi,"['1/2 kg beef, dipotong kecil2. Cuci bersih', '2 biji tomato, @ potong 6 bagian', '2 sudu makan serbuk kari', '1 inchi jahe, hiris', '4 biji bawang putih, hiris', '1 biji bawang merah besar, hiris', 'potong kecil Daun bawang,', 'secukupnya Garam', '2 sudu makan sos tiram', '2 sudu makan kicap manis', 'Sedikit serbuk kunyit', 'Sedikit minyak goreng']","['beef', 'dipotong', 'tomato', 'sudu serbuk kari', 'inchi jahe', 'hiris', 'bawang putih', 'hiris', 'bawang merah', 'hiris', 'daun bawang', 'garam', 'sudu sos tiram', 'sudu kicap manis', 'serbuk kunyit', 'minyak']",beef dipotong tomato sudu serbuk kari inchi jahe hiris bawang putih hiris bawang merah hiris daun bawang garam sudu sos tiram sudu kicap manis serbuk kunyit minyak,"['1) Gaul beef dengan garam dan serbuk kunyit. Letak pada kuali dan panaskan hingga beef menjadi kering.\n2) Jika air sudah berkurang dan beef belum empuk, tambah lagi sedikit air dan panaskan hingga beef empuk dan air hilang.\n3) Masukkan sedikit minyak goreng. Kemudin masukkan bahan2 yang dihiris. Goreng sedemikian. Hingga wangi.\n4) Tambahkan sos tiram dan kicap manis dan serbuk kari. Kacau hinggasebati. Masukkan sedikit air dan masak hingga sedikit kering.\n5) Masukkan tomato dan daun baeang ketika sudah mau masak.\n6) Dan siap dihidangkan.']",6,42,3,https://cookpad.com/id/resep/3460612-beef-goreng-berempah
6029,Bistik Daging Sapi,bistik daging sapi,sapi,"['500 gr Daging Sapi', 'Marinade:', '2 sdm Nanas Parut (optional)', '1/2 sdt Garam', '3 sdm Kecap Manis', '3 Siung Bawang Putih Halus', 'Secukupnya Pala Bubuk', 'Secukupnya Lada Bubuk', 'Bumbu Tumis :', '1/2 Siung Bawang Bombay', '2 sdm Kecap Inggris', '500 ml Air', 'Secukupnya Gula Putih', 'Secukupnya Kaldu Bubuk', 'Secukupnya Minyak Goreng', 'Pelengkap :', 'Wortel Rebus', 'Kentang Rebus', 'Telur Rebus', 'Mayonaise', 'Tomat']","['daging sapi', 'marinade', 'nanas parut', 'garam', 'kecap manis', 'bawang putih', 'pala', 'lada', 'bumbu', 'bawang bombai', 'kecap inggris', 'air', 'gula putih', 'kaldu bubuk', 'minyak', 'pelengkap', 'wortel', 'kentang', 'telur', 'mayonaise', 'tomat']",daging sapi marinade nanas parut garam kecap manis bawang putih pala lada bumbu bawang bombai kecap inggris air gula putih kaldu bubuk minyak pelengkap wortel kentang telur mayonaise tomat,"['1) Iris melebar daging. Campur daging dengan bumbu marinade. Diamkan 10-15 menit sampai bumbu meresap.\n2) Panaskan minyak tumis bawang bombai. Masukan daging yg sdh di marinade. Masukan kecap inggris, gula, kaldu. Masukan air. Masak hingga daging empuk dan kuah mengental.\n3) Sajikan daging dengan kentang, wortel dan telur yg sudah direbus. Beri mayonais. Tuang sedikit kuah di atas daging.\n4) Selamat mencoba']",4,15,6,https://cookpad.com/id/resep/3470279-bistik-daging-sapi
6030,Sayur asem betawi (sayur asem daging sapi),sayur asem betawi ( sayur asem daging sapi ),sapi,"['1/4 kg daging sapi', '1 buah labu siam ukurang sedang', '1 potong sedang pepaya muda', '1 potong sedang nangka muda', '1 genggam melinjo', '4 potong jagung manis', 'Kacang panjang', 'Daun melinjo', '1 buah tomat', '1 bks asam jawa', 'Air untuk merebus', 'Bumbu', '10 siung bawang putih', '5 siung bawang putih', '4 butir kemiri', 'Garam', 'Gula', '1 ruas laos', '4 lbr daun salam']","['daging sapi', 'labu siam ukurang', 'pepaya muda', 'nangka muda', 'melinjo', 'jagung manis', 'kacang panjang', 'daun melinjo', 'tomat', 'asam jawa', 'air merebus', 'bumbu', 'bawang putih', 'bawang putih', 'kemiri', 'garam', 'gula', 'laos', 'daun salam']",daging sapi labu siam ukurang pepaya muda nangka muda melinjo jagung manis kacang panjang daun melinjo tomat asam jawa air merebus bumbu bawang putih bawang putih kemiri garam gula laos daun salam,"['1) Rebus daging sapi dengan sedikit garam, rebus sampai matang. Jika sudah matang angkat daging, pisahkan dari air rebusan, potong2 sesuai selera\n2) Haluskan semua bumbu, kecuali daun salam, masukkan ke air rebusan daging tersebut, masukkan juga melinjo, pepaya muda, dan jagung manis, rebus sampai mendidih\n3) Setelah mendidih masukkan potongan labu siam dan daging. Tunggu sampai labu siam agak matang. Tambahkan daun salam\n4) Masukkan daun melinjo dan kacang panjang, tambahkan asam jawa dan irisan tomat, rebus sebentar, icip rasa. Jika sudah pas, sajikan hangat..']",4,28,7,https://cookpad.com/id/resep/3469713-sayur-asem-betawi-sayur-asem-daging-sapi
6031,Daging sapi cincang utk isi roti goreng,daging sapi cincang utk isi roti goreng,sapi,"['500 gram daging sapi cincang', '1 bh bawang bombay cincang', '4 butir bawang merah diiris', '1 btg daun bawang diiris halus', '1 sdm saus tiram', '1 sdm kecap asin', 'Secukupnya kecap manis', '1 sdt merica putih', '1 sdt merica hitam', 'Secukupnya garam dan gula', '125 mls air', '1 sdm terigu dilarutkan dengan sedikit air']","['daging sapi', 'bawang bombai', 'bawang merah diiris', 'btg daun bawang diiris', 'saus tiram', 'kecap asin', 'kecap manis', 'merica putih', 'merica hitam', 'garam gula', 'mls air', 'terigu dilarutkan air']",daging sapi bawang bombai bawang merah diiris btg daun bawang diiris saus tiram kecap asin kecap manis merica putih merica hitam garam gula mls air terigu dilarutkan air,"['1) Tumis bawang bombat dan bawang merah sampai harum dan kekuningan.\n2) Masukkan daging cincang. Aduk sampai daging berubah warna\n3) Tambahkan semua saus, kecap, merica, garam, gula, air lalu aduk sampai rata dan sampai bumbu meresap.\n4) Sblm air menyusut, masukkan larutan terigu. Aduk, masak sampai mengental tp tdk terlalu kering. Lalu masukan daun bawang, aduk sebentar dan sudah siap utk dihidangkan']",4,28,26,https://cookpad.com/id/resep/2465303-daging-sapi-cincang-utk-isi-roti-goreng
6032,Angsio Tahu Sapi,angsio tahu sapi,sapi,"['250 gr sapi has dalam, iris tipis', '1 sdm maizena', '1,5 sdm soy sauce', '1/2 balok tahu (saya pakai merk silky tofu yang padat),', '1 buah cabe merah besar, iris', '1 btg daun bawang, potong agak panjang2', '2 siung bawang putih, cincang halus', '200 ml kuah kaldu ayam/sapi', '3 sdt angciu', '2,5 sdm saus tiram', '2 sdt soy sauce', '1/2 sdm minyak wijen', 'Secukupnya gula', '1 sdt maizena + air sedikit']","['sapi has', 'tipis', 'maizena', 'soy sauce', 'balok tahu silky tofu padat', 'cabe merah', 'btg daun bawang', 'panjang', 'bawang putih', 'kuah kaldu ayam sapi', 'angciu', 'saus tiram', 'soy sauce', 'minyak wijen', 'gula', 'maizena air']",sapi has tipis maizena soy sauce balok tahu silky tofu padat cabe merah btg daun bawang panjang bawang putih kuah kaldu ayam sapi angciu saus tiram soy sauce minyak wijen gula maizena air,"['1) Potong tahu ukuran 3x5x1 cm, goreng sebentar, tiriskan\n2) Balur daging sapi dengan maizena, lalu aduk2 dengan 1,5 sdm soy sauce, biarkan 10-20 menit\n3) Tumis daging sapi hingga berubah warna, tidak lebih dari 30 detik, tiriskan\n4) Tumis bawang putih, cabai merah, sampai harum\n5) Masukkan : angciu, saus tiram, soy sauce, kuah kaldu\n6) Bila kuah mulai mendidih, masukkan tahu goreng dan daging sapi tumis\n7) Koreksi rasa dengan garam, gula\n8) Tambahkan minyak wijen, daun bawang, kentalkan dengan maizena + air secukupnya. hidangkan']",8,20,5,https://cookpad.com/id/resep/3468604-angsio-tahu-sapi
6033,Bubur daging sapi,bubur daging sapi,sapi,"['1 cup beras', 'secukupnya Daging sapi', 'secukupnya Penyedap', 'Garam', 'Lada', 'secukupnya Air', 'Bawang putih secukupnya (aku pakai yg bubuk)']","['beras', 'daging sapi', 'penyedap', 'garam', 'lada', 'air', 'bawang putih bubuk']",beras daging sapi penyedap garam lada air bawang putih bubuk,"['1) Potong daging sapi kecil-kecil lalu di rebus untuk membuang air darahnya setengah matang. Lalu tiriskan\n2) Cuci beras dan takar air lebih banyak dari beras\n3) Masukan daging, beras, dan air ke dalam panci untuk magic com.\n4) Tambahkan lada, garam, dan bawang. Aku pakai bubuk bawang putih lumayan banyak karena emang suka heheh\n5) Kalau air kurang bisa lgs di tambah biar jadi bubur, cicipi tambah penyedap sesuai selera.']",5,35,2,https://cookpad.com/id/resep/3468355-bubur-daging-sapi
6034,Rendang Hati Sapi,rendang hati sapi,sapi,"['250 gr hati sapi', '250 gr kalapa parut', '6 siung bawang merah', '5 siung bawang putih', '4 cm kunyit', '4 cm jahe', '6 cm lengkuas', '3 lembar daun salam', '3 lembar daun jeruk', '1/4 biji pala', '1 buah jeruk nipis', 'Garam', 'Gula', 'Kaldu jamur', '1 sdm minyak untuk menumis']","['hati sapi', 'kalapa parut', 'bawang merah', 'bawang putih', 'kunyit', 'jahe', 'lengkuas', 'daun salam', 'daun jeruk', 'pala', 'jeruk nipis', 'garam', 'gula', 'kaldu jamur', 'minyak menumis']",hati sapi kalapa parut bawang merah bawang putih kunyit jahe lengkuas daun salam daun jeruk pala jeruk nipis garam gula kaldu jamur minyak menumis,"['1) Cuci bersih hati sapi, potong sesuai selera, lumuri dengan air jeruk, diamkan 15 menit kemudian bilas\n2) Rebus hati sapi dengan 1 lembar daun salam dan irisan jahe hingga empuk\n3) Haluskan: bawang merah, bawang putih, biji pala, jahe, kunyit dan lengkuas\n4) Tumis bumbu halus dengan 1 sendok makan minyak, kemudian tambahkan sedikit air. Masukkan daun salam dan daun jeruk\n5) Setelah bumbu harum dan matang, masukkan hati sapi yang sudah direbus sebelumnya.\n6) Peras kelapa parut dengan air matang kurang lebih 2 gelas belimbing. Masukkan santan, aduk rata dengan hati sapi\n7) Masak hingga santan menyusut dan bumbu mengental. Rendang matang dan siap dihidangkan...']",7,15,57,https://cookpad.com/id/resep/3462514-rendang-hati-sapi
