recipe_id,title,title_clean,kategori,ingredients_raw,ingredients_clean,ingredients_tfidf,steps_list,steps_count,estimated_time_min,loves,URL
3871,Krengsengan Daging Sapi / Kambing,krengsengan daging sapi / kambing,kambing,"['500 gram daging sapi/kambing, potong-potong sesuai selera. Saya pakai daging bagian has dalam', '1 sdm petis udang', '3 sdm kecap manis', '1 buah tomat, potong kotak-kotak', '5 buah cabai hijau besar, iris serong', '-Bumbu halus:', '7 siung bawang merah', '3 siung bawang putih', 'Seujung jari jahe', '1/2 sdt merica butiran', '5 buah cabe merah keriting', '2 sdm gula palem', '1 sdt air asam jawa']","['daging sapi kambing', 'daging has', 'petis udang', 'kecap manis', 'tomat', 'cabai hijau', 'serong', 'bumbu', 'bawang merah', 'bawang putih', 'jahe', 'merica butiran', 'cabe merah keriting', 'gula palem', 'asam jawa']",daging sapi kambing daging has petis udang kecap manis tomat cabai hijau serong bumbu bawang merah bawang putih jahe merica butiran cabe merah keriting gula palem asam jawa,"['1) Tumis bumbu halus sampai harum, tambahkan kecap dan petis, lalu masukkan daging. Aduk sampai berubah warna, lalu tambahkan air secukupnya.\n2) Masak sampai air menyusut dan daging empuk.\n3) Masukkan irisan cabai, aduk sampai sedikit layu, lalu masukkan potongan tomat. Masak sebentar sampai tomat matang dan air habis.']",3,21,63,https://cookpad.com/id/resep/2834982-krengsengan-daging-sapi-kambing
3872,Coconut Milk Oat + Ati Kambing 🐂 (MPASI 6+),coconut milk oat + ati kambing ( mpasi + ),kambing,"['2 sdm oat (bunda pake Quaker oats quick cook yang warna biru)', '100 ml air kaldu (2 bungkus kaldu yg di plastik Zip ukuran kecil)', '2 sdm santan', '50 gram ati kambing di cincang halus', 'Sejumput gula garam (skip <1yo)']","['oat bunda pake quaker oats quick cook warna biru', 'air kaldu kaldu plastik zip', 'santan', 'ati kambing', 'sejumput gula garam yo']",oat bunda pake quaker oats quick cook warna biru air kaldu kaldu plastik zip santan ati kambing sejumput gula garam yo,['1) Rebus ati kambing sampai Mateng\n2) Masukan oat dengan air kaldu dan aduk sampai mengental\n3) Masukan santan dan aduk sampe rata\n4) Masukan gula garam dan koreksi rasa\n5) Sajikan ke bayi'],5,35,1,https://cookpad.com/id/resep/2853853-coconut-milk-oat-ati-kambing-%F0%9F%90%82-mpasi-6
3873,Sate kambing dijamin nagih,sate kambing dijamin nagih,kambing,"['1/4 kg daging kambing/sapi atau sesuai selera', 'bumbu bakaran', '2 siung bawang putih', '5 siung bawang merah', '1 ruas kunyit', '1 sdt merica', '1/2 sdt garam', '1 lbr daun jeruk wangi', '1 sdm minyak goreng', 'secukupnya kecap', 'arang, tusuk sate', 'bahan sambal', '1 bh tomat', '3 cabe rawit', '2 siung bawang merah', 'kecap', 'merica bubuk (boleh skip)', 'bahan pelengkap', 'tomat', 'mentimun', 'kobis']","['daging kambing sapi', 'bumbu bakaran', 'bawang putih', 'bawang merah', 'kunyit', 'merica', 'garam', 'daun jeruk wangi', 'minyak', 'kecap', 'arang', 'sate', 'sambal', 'tomat', 'cabe rawit', 'bawang merah', 'kecap', 'merica bubuk', 'pelengkap', 'tomat', 'mentimun', 'kobis']",daging kambing sapi bumbu bakaran bawang putih bawang merah kunyit merica garam daun jeruk wangi minyak kecap arang sate sambal tomat cabe rawit bawang merah kecap merica bubuk pelengkap tomat mentimun kobis,"['1) Campur semua bumbu lalu diuleg kecuali kecap dan minyak goreng masukkan terakhir\n2) Iris kecil² dagingnya sesuai selera, lalu masukkan ke dalam bumbu bakaran, diamkan satu jam\n3) Tusuk daging satu per satu, sambil menunggu buat bakaran arangnya (klo ga mau ribet bisa pake panggangan di kompor ya)\n4) Untuk bumbu sambal, iris kecil² semua bahan, jangan lupa beri kecap manis\n5) Bakar sate, bila kurang bumbu bisa diolesi kecap yg dicampur air sedikit']",5,35,8,https://cookpad.com/id/resep/2840272-sate-kambing-dijamin-nagih
3874,Tumis Cabe Hijau Pedas Manis Hati n Paru Kambing,tumis cabe hijau pedas manis hati n paru kambing,kambing,"['100 gr hati kambing', '100 gr paru', '10 bh cabe hijau, iris', '10 bh cabe rawit, iris', '3 bh bawang merah, iris', '1/4 siung bawang bombay, iris bulat2 besar', '1 ruas lengkuas/laos, geprek', '1/2 sdm minyak wijen', 'secukupnya garam dan gula pasir', '1 sdt gula merah']","['hati kambing', 'paru', 'cabe hijau', 'cabe rawit', 'bawang merah', 'bawang bombai', 'bulat', 'lengkuas laos', 'minyak wijen', 'garam gula pasir', 'gula merah']",hati kambing paru cabe hijau cabe rawit bawang merah bawang bombai bulat lengkuas laos minyak wijen garam gula pasir gula merah,"['1) Cuci bersih hati dan paru, biar gak bau lagi, kemudian rebus sampai empuk, setelah itu goreng sebentar\n2) Setelah itu tuang minyak untuk menumis, minyak agak banyak agar tidak terlalu kering, setelah minyak panas masukkan bawang2an\n3) Setelah layu masukkan lengkuas, beri garam dan gula, aduk rata, tambahkan minyak wijen, aduk rata\n4) Setelah itu masukkan cabe2an, aduk rata lagi ketika cabe mulai layu tambahkan gula merah\n5) Setelah itu masukkan hati dan paru kambing, aduk rata lagi, sampai semua meresap, angkat dan hidangkan\n6) Siap dinikmati bagi yg suka...biasanya perut kambing (babat, usus dan hati) enak jg dimasak begini tapi digoreng kering\n7) Bagi yg takut kolesterol bisa mengkonsumsi jys timun atau belimbing, itu cara saya kl makan yg g sehat tapi enak...hahahaha..\n8) Selamat mencoba']",8,56,13,https://cookpad.com/id/resep/2786502-tumis-cabe-hijau-pedas-manis-hati-n-paru-kambing
3875,Tongseng kambing sederhana (tidak pakai santan),tongseng kambing sederhana ( pakai santan ),kambing,"['1/2 kg Daging kambing', '1/4 buah daun kol , Irisan (sesuai selera)', '1 bh Tomat', '1 batang Daun bawang', 'Bumbu halus :', '3 siung bawang merah', '2 siung bawang putih', 'secukupnya Garam', '1/2 sdt Lada', '1/2 sdt Jinten (aku pakai bubuk jinten)', '1/2 sdt Ketumbar bubuk', '1/4 Biji pala bubuk', '1 buah Kapol hijau (yg bentuknya panjang)', '4 butir Kemiri  (digoreng dahulu)', 'sesuai selera Cabe rawit merah', 'sesuai selera Gula merah ( manisnya)', 'secukupnya Kecap manis']","['daging kambing', 'daun kol', 'irisan', 'tomat', 'daun bawang', 'bumbu', 'bawang merah', 'bawang putih', 'garam', 'lada', 'jinten jinten', 'ketumbar', 'pala bubuk', 'kapol hijau bentuknya panjang', 'kemiri digoreng', 'cabe rawit merah', 'gula merah manisnya', 'kecap manis']",daging kambing daun kol irisan tomat daun bawang bumbu bawang merah bawang putih garam lada jinten jinten ketumbar pala bubuk kapol hijau bentuknya panjang kemiri digoreng cabe rawit merah gula merah manisnya kecap manis,"['1) Haluskan bumbu halus\n2) Panas kan minyak kemudian tumis bumbu halus hingga harum\n3) Setelah harum masukkan irisan daging kambing kemudian tambahkan air secukupnya (jangan terlalu banyak)hingga daging matang empuk tambahkan irisan gula merah dan kecap sesuai selera dan penyedap rasa\n4) Setelah daging matang, masukan kol dan daun bawang, tomat..masak hingga matang']",4,28,13,https://cookpad.com/id/resep/2771040-tongseng-kambing-sederhana-tidak-pakai-santan
3876,Kambing cincang bungkus lemak,kambing cincang bungkus lemak,kambing,"['500 gram daging kambing muda', '1 sd teh garam', '1 sd teh merica', '1 sd teh ketumbar', '3 siung bawang putih di cincang', '1 sd teh masala', '1 sd teh pastley', '250 gram lemak kambing di usahakan yg lebar']","['daging kambing muda', 'sd garam', 'sd merica', 'sd ketumbar', 'bawang putih', 'sd masala', 'sd pastley', 'lemak kambing usahakan lebar']",daging kambing muda sd garam sd merica sd ketumbar bawang putih sd masala sd pastley lemak kambing usahakan lebar,['1) Kambing di cincang sampai halus\n2) Masukan semua bumbu kedalam daging yg telah di cincang tadi\n3) Ambil lemak lebarnya kita ukur kira2 saja biar bisa untuk di pakai sebagai kulit pembungkus dgn menggunakan gunting\n4) Isi lemak dgn daging cincang gulung sisihkan\n5) Masak dgn wajan panas yg telah di olesi margarin..\n6) Hidangkan panas panas dgn saus tomat&sambal.\n7) Bisa bisa di hidangkan dgn pisang tanduk yg telah di goreng.selamat mencoba'],7,49,1,https://cookpad.com/id/resep/2764098-kambing-cincang-bungkus-lemak
3877,Teriyaki kambing,teriyaki kambing,kambing,"['secukupnya Toge', '3 tusuk sate daging kambing mentah (beli di abang sate)', 'secukupnya Daun pepaya', 'Nanas aku pake cuma seperempat (diparut)', '3 siung Bawang putih di iris halus', '2 sdm Teriyaki sauce', 'sejumput Lada putih', 'sejumput kecil Garam', 'sejumput Gula', '3 sdm Minyak goreng untuk menumis']","['toge', 'sate daging kambing mentah abang sate', 'daun pepaya', 'nanas pake seperempat diparut', 'bawang putih', 'teriyaki sauce', 'sejumput lada putih', 'sejumput garam', 'sejumput gula', 'minyak menumis']",toge sate daging kambing mentah abang sate daun pepaya nanas pake seperempat diparut bawang putih teriyaki sauce sejumput lada putih sejumput garam sejumput gula minyak menumis,"['1) Balurkan daging kambing dengan nanas yg sudah di parut, bungkus dengan daun pepaya diamkan 15 menit.\n2) Tumis bawang putih sampai wangi dengan api sedang, klo sudah wangi masukan daging kambing, garam, gula, lada, teriyaki sauce. Aduk2 sampai matang dan merata warnanya.\n3) Klo sudah matang dan merata masukkan toge aduk2 sebentar dengan api besar. Kemudian angkat dan sajikan.']",3,15,3,https://cookpad.com/id/resep/2758386-teriyaki-kambing
3878,Nasi Kebuli Kambing Nikmat !,nasi kebuli kambing nikmat,kambing,"['1,5 Kg potongan Iga kambing/domba (bisa jadi 12-14 potong besar)', '1 kg Beras Basmati (beras india)', '2,8 liter air', '100 ml minyak', '80 gr minyak samin untuk menumis bumbu', 'secukupnya minyak samin untuk grill kambing, tomat,', 'bawang bombay dan cabai hijau', 'bumbu yang di haluskan', '200 gr Bawang Merah', '80 gr Bawang Putih', '2 sdm ketumbar', '2 sdm lada', '1/2 Biji pala', '1 sdm jinten', '1 sdm adas manis', '5-6 cm Kunyit (kira"" aja)', '1 buah bawang bombay besar (potong)', 'Bahan YANG DI TABUR', '1 sdm Cengkeh', '1 sdm Kapulaga hijau (biasa juga gpp)', '10 cm kayu manis', '10 butir Pekak (bunga lawang)', '5 lembar daun salam', '4 lembar daun jeruk', 'bahan tambahan', '200 ml susu plain/full cream', 'secukupnya garam', 'secukupnya kaldu bubuk (bila suka)', 'secukupnya Kismis', 'secukupnya cabai hijau besar', 'secukupnya bawang putih', 'secukupnya Tomat', 'secukupnya bawang goreng (cek di resep saya yg lain)', 'Acar Nanas & Timun (cek di resep saya yg lain)']","['potongan iga kambing domba', 'beras basmati beras india', 'air', 'minyak', 'minyak samin menumis bumbu', 'minyak samin grill kambing', 'tomat', 'bawang bombai cabai hijau', 'bumbu', 'bawang merah', 'bawang putih', 'ketumbar', 'lada', 'pala', 'jinten', 'adas', 'kunyit', 'bawang bombai', 'tabur', 'cengkeh', 'kapulaga gpp', 'kayu manis', 'pekak bunga lawang', 'daun salam', 'daun jeruk', 'tambahan', 'susu plain full cream', 'garam', 'kaldu bubuk suka', 'kismis', 'cabai hijau', 'bawang putih', 'tomat', 'bawang cek resep', 'acar nanas timun cek resep']",potongan iga kambing domba beras basmati beras india air minyak minyak samin menumis bumbu minyak samin grill kambing tomat bawang bombai cabai hijau bumbu bawang merah bawang putih ketumbar lada pala jinten adas kunyit bawang bombai tabur cengkeh kapulaga gpp kayu manis pekak bunga lawang daun salam daun jeruk tambahan susu plain full cream garam kaldu bubuk suka kismis cabai hijau bawang putih tomat bawang cek resep acar nanas timun cek resep,"['1) Panaskan minyak samin dalam panci biasa atau panci pressto, kemudian tumis bumbu halus hingga wangi\n2) Bila di rasa sudah wangi si bumbu dan benar""matang masukan kambing, garam,kaldu bubuk, aduk lalu masukkan air dan susu. Kemudin masukkan bumbu tabur dan bawang bombay yg sudah di potong"", tutup presto masak dengan api besar dulu. Bila uap presto mulai keluar langsung kecil kan api masak hingga 1 jam 30 menit (sampai empuk) tetapi bila tidak memasak dgn presto langsung masak dengan api kecil saja namun bisa lebih lama waktu memasaknya. Sekitar 2-3 jam.\n3) Sembari menunggu kambing empuk masak dulu Acar dan Bawang goreng untuk pelengkapnya. (Cek di resep saya yg lain) bawang goreng & acar nanas timun\n4) Kemudian bila suka bisa tambahkan bahan pelengkap juga seperti bawang bombai,tomat,bawang putih, dan cabai hijau untuk di goreng dengan sedikit minyak samin atau bisa juga mentega.\n5) Jika sudah empuk si kambing coba rasakan kuah kaldunya. Bila sudah enak masak beras dengan kuah kaldu tersebut. Jangan lupa cuci berasnya dulu sebelum di masak.\n6) Karena saya pakai beras basmati, takarannya 1kg beras air kaldunya 2 liter.\n7) Saya masak dengan rice cooker, jd kaldunya saya saring dulu sebelum tercampur dengan beras. Agar tidak ribet nanti misah""in rempah"" di dalam nasi. Jangan lupa angkat dagingnya dan taburi lada serta garam sedikit saja untuk nanti mau di bakar atau goreng bebas. Klo suka manis bisa beri sedikit kecap. Atau bisa di bumbui dengan apa saja sesuai selera kemudian nanti di bakar.\n8) Ini hasil beras yg sudah matang dengan rice cooker.\n9) Bila sudah lengkap semua, bisa di tata sebagus mungkin jangan lupa di tabur kismis, bawang goreng agar wangi dan menggugah selera untuk disantap bersama keluarga\n10) Oya untuk daging kambing lebih bagus dengan kambing muda agar cepat empuk dan nikmat. Bagiannya yg enak buat nasi kebuli adalah tulang iga dan buntut. Duh nikmat banget deh..\n11) Minyak samin juga bisa aja klo mau di ganti mentega. Tapi beda wanginya.\n12) Kemudian jangan ragu masukin rempah"" karena nasi kebuli ini harus berani bumbu kalau mau nikmat! Lebih dari takaran saya juga bisa. Pokoknya kreasikan sendiri saja. Klo orang betawi arab biasanya suka nambahin bumbu gule instan. Biar medok rasanya. Cuma kalau saya tidak pakai karena ini rasanya udh arab banget buat saya. Wangi dan soft gak bikin eneg. Malah bikin nambah mulu  apa lagi ada cabai hijau yg di goreng dengan minyak samin sedikit. Haduh pedes nikmat']",12,270,168,https://cookpad.com/id/resep/2739948-nasi-kebuli-kambing-nikmat
3879,Rica-rica kambing 🐐,rica rica kambing,kambing,"['1/2 kg daging kambing', '3 batang sere (ambil putihnya, iris halus)', '2 lembar daun salam', '2 lembar daun jeruk (tanpa tulang, di sobek-sobek)', 'Lengkuas 3cm (dikeprek)', '2 buah tomat (potong dadu)', 'secukupnya Garam, gula, merica', 'Kecap manis (kalau suka)', '1 siung bawang bombay (kalau suka)', 'Cabe rawit (potong jadi 2)', 'Minyak untuk menumis', 'Bumbu dihaluskan:', '12 buah Cabe merah', '15 buah Cabe rawit', '6 siuang Bawang merah', '3 siung Bawang putih', '2 cm Jahe', '3 butir kemiri']","['daging kambing', 'serai ambil putihnya', 'daun salam', 'daun jeruk tulang', 'sobek sobek', 'lengkuas dikeprek', 'tomat dadu', 'garam', 'gula', 'merica', 'kecap manis suka', 'bawang bombai suka', 'cabe rawit', 'minyak menumis', 'bumbu dihaluskan', 'cabe merah', 'cabe rawit', 'siuang bawang merah', 'bawang putih', 'jahe', 'kemiri']",daging kambing serai ambil putihnya daun salam daun jeruk tulang sobek sobek lengkuas dikeprek tomat dadu garam gula merica kecap manis suka bawang bombai suka cabe rawit minyak menumis bumbu dihaluskan cabe merah cabe rawit siuang bawang merah bawang putih jahe kemiri,"['1) Rebus daging kambing sampai empuk\n2) Tumis bumbu yang di haluskan sampai harum, lalu masukkan daun salam+daun+sere+lengkuas+bombay.\n3) Masukan daging kambing sedikit demi sedikit, aduk hingga bumbu meresap.\n4) Tambahkan garam, gula dan merica sekucupnya\n5) Masukkan kaldu dari rebusan daging kambing 300-400ml, tambahkan kecap,cabai rawit potong dan tomat.\n6) Masak sampai kuah sedikit menyusut atau mengental.\n7) Kemudian hidangkan dan sajikan dengan nasi putih panas\n8) Dan rica-rica siap di santap, selamat makan']",8,56,36,https://cookpad.com/id/resep/2732851-rica-rica-kambing-%F0%9F%90%90
3880,Gule kambing super pedes,gule kambing super pedes,kambing,"['jeroan kambing', 'daun jeruk 3 lmbar', 'garam', 'royko', 'bumbu gule (beli jadi dipasar)', 'jahe di geprek', 'cabe rawit haluskan', 'santan']","['jeroan kambing', 'daun jeruk', 'garam', 'royko', 'bumbu gule', 'jahe', 'cabe rawit', 'santan']",jeroan kambing daun jeruk garam royko bumbu gule jahe cabe rawit santan,"['1) Bersihkan jeroan dan rebus hingga air mendidih,tambahkan daun jeruk dan jahe yang sudah di geprek\n2) Setelah abis direbus tiriskan\n3) Panaskan air sesuai selera,tuang bumbu gule,aduk hingga baunya wangi,tambahkan garam,royko dan santan\n4) Setelah itu masukkan jeroan ke dlm kuah yg sudah trcampur bumbu gule nya\n5) Gule siap di santap dengan cabe rawit yg sudah di ulek']",5,35,18,https://cookpad.com/id/resep/2708152-gule-kambing-super-pedes
3881,Sup kuah asam manis Iga kambing (Bima : Saronco Peke),sup kuah asam manis iga kambing ( bima saronco peke ),kambing,"['1/2 kg iga kambing', '1 ruas jari lengkuas', '1 batang Sere', '1/2 ruas jari jahe', 'Secukupnya merica dan ketumbar', '4 siung bawang putih', '8 siung bawang merah', '6 buah blimbing wuluh', '1 buah tomat ukurang besar', 'Secukupnya cabai (sesuaikan dengan selera)', 'secukupnya Garam dan gula', '4 lembar daun salam', 'secukupnya Air  untuk merebus', 'Sedikit minyak untuk menumis bumbu']","['iga kambing', 'lengkuas', 'serai', 'jahe', 'merica ketumbar', 'bawang putih', 'bawang merah', 'blimbing wuluh', 'tomat ukurang', 'cabai', 'garam gula', 'daun salam', 'air merebus', 'minyak menumis bumbu']",iga kambing lengkuas serai jahe merica ketumbar bawang putih bawang merah blimbing wuluh tomat ukurang cabai garam gula daun salam air merebus minyak menumis bumbu,"['1) Potong tomat dan cabai pisahkan\n2) Haluskan bahan lainya kecuali daging, belimbing dan daun salam\n3) Baluri iga kambing dengan bumbu yg telah dihaluskan lalu aduk hingga tercampur rata\n4) Panaskan minyak lalu tumis iga yg telah dibaluri bumbu halus tadi hingga harum kecilkan api\n5) Rebus air hingga mendidih masukkan iga yang telah ditumis tadi bersama batang sere, belimbing, cabai dan tomat dan daun salam kemudian masak hingga matang terakhir masukkan garam dan gula (saya menggunakan panci presto agar tekstur daging empuk dan estimasi waktu) *bila tidak ada panci presto bisa menggunakan panci biasa\n6) Sup kuah asam manis dengan iga kambing siap disajikan']",6,42,34,https://cookpad.com/id/resep/2674785-sup-kuah-asam-manis-iga-kambing-bima-saronco-peke
3882,Kerecek Kambing Ala Mama,kerecek kambing ala mama,kambing,"['1/2 kg daging kambing (potong ukuran sesuai Selera)', '2 buah cabe merah iris', '2 siung bawang merah', '1 siung bawang putih', '1 buah Jahe iris tipis', 'secukupnya Asam jawa', '1 gandu kecil gula merah diiris tipis', '1 buah tomat diiris', '3 Sdm garam', 'Air']","['daging kambing', 'cabe merah', 'bawang merah', 'bawang putih', 'jahe tipis', 'asam jawa', 'gandu gula merah diiris tipis', 'tomat diiris', 'garam', 'air']",daging kambing cabe merah bawang merah bawang putih jahe tipis asam jawa gandu gula merah diiris tipis tomat diiris garam air,"['1) Daging kambing dicuci bersih\n2) Masukkan daging kambing dan semua bumbu yang sudah diiris ke dalam wajan. Jangan dulu ditambah air, masak jerang dengan api kecil hingga keluar minyak-minyak dari dagingnya dan air dalam dagingnya habis. Aduk sebentar. Tambahkan air. Masak dengan api kecil agar bumbu menyerap\n3) Tambahkan air lagi jika daging belum empuk. Setelah air sebelumnya hampir habis\n4) Masuk Kan gula dan garam. Biarkan airnya macak-macak\n5) Kerecek kambing siap dinikmati.']",5,35,2,https://cookpad.com/id/resep/2669121-kerecek-kambing-ala-mama
